Abilify		Alcohols
Pharmaceutical Preparations		Heparin sodium
Pharmaceutical Preparations		Heparin
Fluconazole		Antifungal Agents
Fluconazole		Ketoconazole
Fluconazole		Itraconazole
Fluconazole		Cisapride
Antifungal Agents		Fluconazole
Antifungal Agents		Ketoconazole
Antifungal Agents		Itraconazole
Antifungal Agents		Cisapride
Ketoconazole		Fluconazole
Ketoconazole		Antifungal Agents
Ketoconazole		Itraconazole
Ketoconazole		Cisapride
Itraconazole		Fluconazole
Itraconazole		Antifungal Agents
Itraconazole		Ketoconazole
Itraconazole		Cisapride
Cisapride		Fluconazole
Cisapride		Antifungal Agents
Cisapride		Ketoconazole
Cisapride		Itraconazole
antineoplaston A10		Cimetidine
antineoplaston A10		Doxazosin
Cimetidine		antineoplaston A10
Cimetidine		Doxazosin
Doxazosin		antineoplaston A10
Doxazosin		Cimetidine
isoniazid		Acetaminophen
Acetaminophen		isoniazid
Disulfiram		Monoamine Oxidase Inhibitors
Monoamine Oxidase Inhibitors		Disulfiram
Tricyclic Antidepressive Agents		Cimetidine
Tricyclic Antidepressive Agents		Antidepressive Agents
Cimetidine		Tricyclic Antidepressive Agents
Cimetidine		Antidepressive Agents
Antidepressive Agents		Tricyclic Antidepressive Agents
Antidepressive Agents		Cimetidine
aliskiren		atorvastatin
atorvastatin		aliskiren
Sympathomimetics		Epinephrine
Sympathomimetics		Isoproterenol
Epinephrine		Sympathomimetics
Epinephrine		Isoproterenol
Isoproterenol		Sympathomimetics
Isoproterenol		Epinephrine
Phenytoin		Trileptal
Trileptal		Phenytoin
Catecholamines		Reserpine
Catecholamines		Pharmacologic Substance
Catecholamines		Monoamine Oxidase Inhibitors
Catecholamines		Pharmaceutical Preparations
Reserpine		Catecholamines
Reserpine		Pharmacologic Substance
Reserpine		Monoamine Oxidase Inhibitors
Reserpine		Pharmaceutical Preparations
Pharmacologic Substance		Catecholamines
Pharmacologic Substance		Reserpine
Pharmacologic Substance		Monoamine Oxidase Inhibitors
Pharmacologic Substance		Pharmaceutical Preparations
Monoamine Oxidase Inhibitors		Catecholamines
Monoamine Oxidase Inhibitors		Reserpine
Monoamine Oxidase Inhibitors		Pharmacologic Substance
Monoamine Oxidase Inhibitors		Pharmaceutical Preparations
Pharmaceutical Preparations		Catecholamines
Pharmaceutical Preparations		Reserpine
Pharmaceutical Preparations		Pharmacologic Substance
Pharmaceutical Preparations		Monoamine Oxidase Inhibitors
Carbamazepine		aripiprazole
aripiprazole		Carbamazepine
Aminoglutethimide		Adrenal Cortex Hormones
Adrenal Cortex Hormones		Aminoglutethimide
Furazolidone		Monoamine Oxidase Inhibitors
Furazolidone		Amphetamine
Furazolidone		Antidepressive Agents
Monoamine Oxidase Inhibitors		Furazolidone
Monoamine Oxidase Inhibitors		Amphetamine
Monoamine Oxidase Inhibitors		Antidepressive Agents
Amphetamine		Furazolidone
Amphetamine		Monoamine Oxidase Inhibitors
Amphetamine		Antidepressive Agents
Antidepressive Agents		Furazolidone
Antidepressive Agents		Monoamine Oxidase Inhibitors
Antidepressive Agents		Amphetamine
Contraceptives, Oral		aprepitant
aprepitant		Contraceptives, Oral
Catecholamines		Reserpine
Catecholamines		Adrenergic beta-Antagonists
Catecholamines		Pharmaceutical Preparations
Reserpine		Catecholamines
Reserpine		Adrenergic beta-Antagonists
Reserpine		Pharmaceutical Preparations
Adrenergic beta-Antagonists		Catecholamines
Adrenergic beta-Antagonists		Reserpine
Adrenergic beta-Antagonists		Pharmaceutical Preparations
Pharmaceutical Preparations		Catecholamines
Pharmaceutical Preparations		Reserpine
Pharmaceutical Preparations		Adrenergic beta-Antagonists
Verapamil		Digoxin
Digoxin		Verapamil
magnesium trisilicate		Nitrofurantoin
Nitrofurantoin		magnesium trisilicate
efavirenz		Indinavir
Indinavir		efavirenz
Clarithromycin		Macrolide Antibiotics
Clarithromycin		Digoxin
Clarithromycin		Tetracycline
Clarithromycin		Erythromycin
Macrolide Antibiotics		Clarithromycin
Macrolide Antibiotics		Digoxin
Macrolide Antibiotics		Tetracycline
Macrolide Antibiotics		Erythromycin
Digoxin		Clarithromycin
Digoxin		Macrolide Antibiotics
Digoxin		Tetracycline
Digoxin		Erythromycin
Tetracycline		Clarithromycin
Tetracycline		Macrolide Antibiotics
Tetracycline		Digoxin
Tetracycline		Erythromycin
Erythromycin		Clarithromycin
Erythromycin		Macrolide Antibiotics
Erythromycin		Digoxin
Erythromycin		Tetracycline
Fluoxetine		Fluvoxamine
Fluoxetine		selegiline hydrochloride
Fluoxetine		Monoamine Oxidase Inhibitors
Fluoxetine		Sertraline
Fluoxetine		Paroxetine
Fluoxetine		venlafaxine
Fluvoxamine		Fluoxetine
Fluvoxamine		selegiline hydrochloride
Fluvoxamine		Monoamine Oxidase Inhibitors
Fluvoxamine		Sertraline
Fluvoxamine		Paroxetine
Fluvoxamine		venlafaxine
selegiline hydrochloride		Fluoxetine
selegiline hydrochloride		Fluvoxamine
selegiline hydrochloride		Monoamine Oxidase Inhibitors
selegiline hydrochloride		Sertraline
selegiline hydrochloride		Paroxetine
selegiline hydrochloride		venlafaxine
Monoamine Oxidase Inhibitors		Fluoxetine
Monoamine Oxidase Inhibitors		Fluvoxamine
Monoamine Oxidase Inhibitors		selegiline hydrochloride
Monoamine Oxidase Inhibitors		Sertraline
Monoamine Oxidase Inhibitors		Paroxetine
Monoamine Oxidase Inhibitors		venlafaxine
Sertraline		Fluoxetine
Sertraline		Fluvoxamine
Sertraline		selegiline hydrochloride
Sertraline		Monoamine Oxidase Inhibitors
Sertraline		Paroxetine
Sertraline		venlafaxine
Paroxetine		Fluoxetine
Paroxetine		Fluvoxamine
Paroxetine		selegiline hydrochloride
Paroxetine		Monoamine Oxidase Inhibitors
Paroxetine		Sertraline
Paroxetine		venlafaxine
venlafaxine		Fluoxetine
venlafaxine		Fluvoxamine
venlafaxine		selegiline hydrochloride
venlafaxine		Monoamine Oxidase Inhibitors
venlafaxine		Sertraline
venlafaxine		Paroxetine
Colestipol		atorvastatin
Colestipol		Pharmaceutical Preparations
atorvastatin		Colestipol
atorvastatin		Pharmaceutical Preparations
Pharmaceutical Preparations		Colestipol
Pharmaceutical Preparations		atorvastatin
Naproxen		Propranolol
Naproxen		Adrenergic beta-Antagonists
Naproxen		Anti-Inflammatory Agents, Non-Steroidal
Propranolol		Naproxen
Propranolol		Adrenergic beta-Antagonists
Propranolol		Anti-Inflammatory Agents, Non-Steroidal
Adrenergic beta-Antagonists		Naproxen
Adrenergic beta-Antagonists		Propranolol
Adrenergic beta-Antagonists		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Naproxen
Anti-Inflammatory Agents, Non-Steroidal		Propranolol
Anti-Inflammatory Agents, Non-Steroidal		Adrenergic beta-Antagonists
aripiprazole		Ketoconazole
Ketoconazole		aripiprazole
Inspra		Lithium
Lithium		Inspra
Contraceptives, Oral		Griseofulvin
Griseofulvin		Contraceptives, Oral
Iodine		Carbimazole
Carbimazole		Iodine
Dexamethasone		Camptosar
Dexamethasone		Antiemetics
Camptosar		Dexamethasone
Camptosar		Antiemetics
Antiemetics		Dexamethasone
Antiemetics		Camptosar
Verapamil		Disopyramide Phosphate
Verapamil		Disopyramide
Disopyramide Phosphate		Verapamil
Disopyramide Phosphate		Disopyramide
Disopyramide		Verapamil
Disopyramide		Disopyramide Phosphate
Serotonin Agents		Zyvox
Zyvox		Serotonin Agents
Etanercept		Kineret
Kineret		Etanercept
Haloperidol		Dopamine Hydrochloride
Haloperidol		Phenothiazines
Haloperidol		Dopamine
Haloperidol		Butyrophenones
Dopamine Hydrochloride		Haloperidol
Dopamine Hydrochloride		Phenothiazines
Dopamine Hydrochloride		Dopamine
Dopamine Hydrochloride		Butyrophenones
Phenothiazines		Haloperidol
Phenothiazines		Dopamine Hydrochloride
Phenothiazines		Dopamine
Phenothiazines		Butyrophenones
Dopamine		Haloperidol
Dopamine		Dopamine Hydrochloride
Dopamine		Phenothiazines
Dopamine		Butyrophenones
Butyrophenones		Haloperidol
Butyrophenones		Dopamine Hydrochloride
Butyrophenones		Phenothiazines
Butyrophenones		Dopamine
Basis		Ergotamine
Basis		Dihydroergotamine
Basis		Pharmaceutical Preparations
Basis		naratriptan
Basis		Methysergide
Ergotamine		Basis
Ergotamine		Dihydroergotamine
Ergotamine		Pharmaceutical Preparations
Ergotamine		naratriptan
Ergotamine		Methysergide
Dihydroergotamine		Basis
Dihydroergotamine		Ergotamine
Dihydroergotamine		Pharmaceutical Preparations
Dihydroergotamine		naratriptan
Dihydroergotamine		Methysergide
Pharmaceutical Preparations		Basis
Pharmaceutical Preparations		Ergotamine
Pharmaceutical Preparations		Dihydroergotamine
Pharmaceutical Preparations		naratriptan
Pharmaceutical Preparations		Methysergide
naratriptan		Basis
naratriptan		Ergotamine
naratriptan		Dihydroergotamine
naratriptan		Pharmaceutical Preparations
naratriptan		Methysergide
Methysergide		Basis
Methysergide		Ergotamine
Methysergide		Dihydroergotamine
Methysergide		Pharmaceutical Preparations
Methysergide		naratriptan
Phenytoin		Phenobarbital
Phenytoin		Carbamazepine
Phenytoin		Felodipine
Phenytoin		Anticonvulsants
Phenobarbital		Phenytoin
Phenobarbital		Carbamazepine
Phenobarbital		Felodipine
Phenobarbital		Anticonvulsants
Carbamazepine		Phenytoin
Carbamazepine		Phenobarbital
Carbamazepine		Felodipine
Carbamazepine		Anticonvulsants
Felodipine		Phenytoin
Felodipine		Phenobarbital
Felodipine		Carbamazepine
Felodipine		Anticonvulsants
Anticonvulsants		Phenytoin
Anticonvulsants		Phenobarbital
Anticonvulsants		Carbamazepine
Anticonvulsants		Felodipine
Pilocarpine		Carbachol
Pilocarpine		Cyclopentolate
Carbachol		Pilocarpine
Carbachol		Cyclopentolate
Cyclopentolate		Pilocarpine
Cyclopentolate		Carbachol
Quinolones		Theobromine
Quinolones		grepafloxacin
Quinolones		Caffeine
Theobromine		Quinolones
Theobromine		grepafloxacin
Theobromine		Caffeine
grepafloxacin		Quinolones
grepafloxacin		Theobromine
grepafloxacin		Caffeine
Caffeine		Quinolones
Caffeine		Theobromine
Caffeine		grepafloxacin
Fluoxetine		Sumatriptan
Fluoxetine		Fluvoxamine
Fluoxetine		Escitalopram
Fluoxetine		Sertraline
Fluoxetine		Selective serotonin re-uptake inhibitor
Fluoxetine		Citalopram
Fluoxetine		Paroxetine
Sumatriptan		Fluoxetine
Sumatriptan		Fluvoxamine
Sumatriptan		Escitalopram
Sumatriptan		Sertraline
Sumatriptan		Selective serotonin re-uptake inhibitor
Sumatriptan		Citalopram
Sumatriptan		Paroxetine
Fluvoxamine		Fluoxetine
Fluvoxamine		Sumatriptan
Fluvoxamine		Escitalopram
Fluvoxamine		Sertraline
Fluvoxamine		Selective serotonin re-uptake inhibitor
Fluvoxamine		Citalopram
Fluvoxamine		Paroxetine
Escitalopram		Fluoxetine
Escitalopram		Sumatriptan
Escitalopram		Fluvoxamine
Escitalopram		Sertraline
Escitalopram		Selective serotonin re-uptake inhibitor
Escitalopram		Citalopram
Escitalopram		Paroxetine
Sertraline		Fluoxetine
Sertraline		Sumatriptan
Sertraline		Fluvoxamine
Sertraline		Escitalopram
Sertraline		Selective serotonin re-uptake inhibitor
Sertraline		Citalopram
Sertraline		Paroxetine
Selective serotonin re-uptake inhibitor		Fluoxetine
Selective serotonin re-uptake inhibitor		Sumatriptan
Selective serotonin re-uptake inhibitor		Fluvoxamine
Selective serotonin re-uptake inhibitor		Escitalopram
Selective serotonin re-uptake inhibitor		Sertraline
Selective serotonin re-uptake inhibitor		Citalopram
Selective serotonin re-uptake inhibitor		Paroxetine
Citalopram		Fluoxetine
Citalopram		Sumatriptan
Citalopram		Fluvoxamine
Citalopram		Escitalopram
Citalopram		Sertraline
Citalopram		Selective serotonin re-uptake inhibitor
Citalopram		Paroxetine
Paroxetine		Fluoxetine
Paroxetine		Sumatriptan
Paroxetine		Fluvoxamine
Paroxetine		Escitalopram
Paroxetine		Sertraline
Paroxetine		Selective serotonin re-uptake inhibitor
Paroxetine		Citalopram
Glyburide		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Glyburide		valdecoxib
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Glyburide
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		valdecoxib
valdecoxib		Glyburide
valdecoxib		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Muscarinic Antagonists		Phenothiazines
Muscarinic Antagonists		Robinul
Muscarinic Antagonists		Anticholinergic Agents
Muscarinic Antagonists		Tricyclic Antidepressive Agents
Muscarinic Antagonists		Antiparkinson Agents
Muscarinic Antagonists		Pharmaceutical Preparations
Phenothiazines		Muscarinic Antagonists
Phenothiazines		Robinul
Phenothiazines		Anticholinergic Agents
Phenothiazines		Tricyclic Antidepressive Agents
Phenothiazines		Antiparkinson Agents
Phenothiazines		Pharmaceutical Preparations
Robinul		Muscarinic Antagonists
Robinul		Phenothiazines
Robinul		Anticholinergic Agents
Robinul		Tricyclic Antidepressive Agents
Robinul		Antiparkinson Agents
Robinul		Pharmaceutical Preparations
Anticholinergic Agents		Muscarinic Antagonists
Anticholinergic Agents		Phenothiazines
Anticholinergic Agents		Robinul
Anticholinergic Agents		Tricyclic Antidepressive Agents
Anticholinergic Agents		Antiparkinson Agents
Anticholinergic Agents		Pharmaceutical Preparations
Tricyclic Antidepressive Agents		Muscarinic Antagonists
Tricyclic Antidepressive Agents		Phenothiazines
Tricyclic Antidepressive Agents		Robinul
Tricyclic Antidepressive Agents		Anticholinergic Agents
Tricyclic Antidepressive Agents		Antiparkinson Agents
Tricyclic Antidepressive Agents		Pharmaceutical Preparations
Antiparkinson Agents		Muscarinic Antagonists
Antiparkinson Agents		Phenothiazines
Antiparkinson Agents		Robinul
Antiparkinson Agents		Anticholinergic Agents
Antiparkinson Agents		Tricyclic Antidepressive Agents
Antiparkinson Agents		Pharmaceutical Preparations
Pharmaceutical Preparations		Muscarinic Antagonists
Pharmaceutical Preparations		Phenothiazines
Pharmaceutical Preparations		Robinul
Pharmaceutical Preparations		Anticholinergic Agents
Pharmaceutical Preparations		Tricyclic Antidepressive Agents
Pharmaceutical Preparations		Antiparkinson Agents
Thiazides		Norepinephrine
Norepinephrine		Thiazides
Levodopa		Phenothiazines
Levodopa		clidinium
Levodopa		Ketoconazole
Phenothiazines		Levodopa
Phenothiazines		clidinium
Phenothiazines		Ketoconazole
clidinium		Levodopa
clidinium		Phenothiazines
clidinium		Ketoconazole
Ketoconazole		Levodopa
Ketoconazole		Phenothiazines
Ketoconazole		clidinium
Quinolones		Cimetidine
Cimetidine		Quinolones
Haloperidol		Muscarinic Antagonists
Haloperidol		Phenothiazines
Haloperidol		Antihistamines
Haloperidol		Monoamine Oxidase Inhibitors
Haloperidol		Tricyclic Antidepressive Agents
Haloperidol		Amantadine
Haloperidol		Levsin
Muscarinic Antagonists		Haloperidol
Muscarinic Antagonists		Phenothiazines
Muscarinic Antagonists		Antihistamines
Muscarinic Antagonists		Monoamine Oxidase Inhibitors
Muscarinic Antagonists		Tricyclic Antidepressive Agents
Muscarinic Antagonists		Amantadine
Muscarinic Antagonists		Levsin
Phenothiazines		Haloperidol
Phenothiazines		Muscarinic Antagonists
Phenothiazines		Antihistamines
Phenothiazines		Monoamine Oxidase Inhibitors
Phenothiazines		Tricyclic Antidepressive Agents
Phenothiazines		Amantadine
Phenothiazines		Levsin
Antihistamines		Haloperidol
Antihistamines		Muscarinic Antagonists
Antihistamines		Phenothiazines
Antihistamines		Monoamine Oxidase Inhibitors
Antihistamines		Tricyclic Antidepressive Agents
Antihistamines		Amantadine
Antihistamines		Levsin
Monoamine Oxidase Inhibitors		Haloperidol
Monoamine Oxidase Inhibitors		Muscarinic Antagonists
Monoamine Oxidase Inhibitors		Phenothiazines
Monoamine Oxidase Inhibitors		Antihistamines
Monoamine Oxidase Inhibitors		Tricyclic Antidepressive Agents
Monoamine Oxidase Inhibitors		Amantadine
Monoamine Oxidase Inhibitors		Levsin
Tricyclic Antidepressive Agents		Haloperidol
Tricyclic Antidepressive Agents		Muscarinic Antagonists
Tricyclic Antidepressive Agents		Phenothiazines
Tricyclic Antidepressive Agents		Antihistamines
Tricyclic Antidepressive Agents		Monoamine Oxidase Inhibitors
Tricyclic Antidepressive Agents		Amantadine
Tricyclic Antidepressive Agents		Levsin
Amantadine		Haloperidol
Amantadine		Muscarinic Antagonists
Amantadine		Phenothiazines
Amantadine		Antihistamines
Amantadine		Monoamine Oxidase Inhibitors
Amantadine		Tricyclic Antidepressive Agents
Amantadine		Levsin
Levsin		Haloperidol
Levsin		Muscarinic Antagonists
Levsin		Phenothiazines
Levsin		Antihistamines
Levsin		Monoamine Oxidase Inhibitors
Levsin		Tricyclic Antidepressive Agents
Levsin		Amantadine
Allopurinol		Ampicillin
Ampicillin		Allopurinol
Vitamin K		Warfarin
Warfarin		Vitamin K
Antineoplastic Agents		Camptosar
Camptosar		Antineoplastic Agents
Digoxin		Erythromycin
Erythromycin		Digoxin
Calcium		Alendronate
Alendronate		Calcium
Diflunisal		Methotrexate
Methotrexate		Diflunisal
agonists		Brovana
agonists		Monoamine Oxidase Inhibitors
agonists		Tricyclic Antidepressive Agents
agonists		Pharmaceutical Preparations
agonists		Adrenergic Agonists
Brovana		agonists
Brovana		Monoamine Oxidase Inhibitors
Brovana		Tricyclic Antidepressive Agents
Brovana		Pharmaceutical Preparations
Brovana		Adrenergic Agonists
Monoamine Oxidase Inhibitors		agonists
Monoamine Oxidase Inhibitors		Brovana
Monoamine Oxidase Inhibitors		Tricyclic Antidepressive Agents
Monoamine Oxidase Inhibitors		Pharmaceutical Preparations
Monoamine Oxidase Inhibitors		Adrenergic Agonists
Tricyclic Antidepressive Agents		agonists
Tricyclic Antidepressive Agents		Brovana
Tricyclic Antidepressive Agents		Monoamine Oxidase Inhibitors
Tricyclic Antidepressive Agents		Pharmaceutical Preparations
Tricyclic Antidepressive Agents		Adrenergic Agonists
Pharmaceutical Preparations		agonists
Pharmaceutical Preparations		Brovana
Pharmaceutical Preparations		Monoamine Oxidase Inhibitors
Pharmaceutical Preparations		Tricyclic Antidepressive Agents
Pharmaceutical Preparations		Adrenergic Agonists
Adrenergic Agonists		agonists
Adrenergic Agonists		Brovana
Adrenergic Agonists		Monoamine Oxidase Inhibitors
Adrenergic Agonists		Tricyclic Antidepressive Agents
Adrenergic Agonists		Pharmaceutical Preparations
Zalcitabine		Lamivudine
Lamivudine		Zalcitabine
Fluvoxamine		Xanax
Fluvoxamine		Cimetidine
Xanax		Fluvoxamine
Xanax		Cimetidine
Cimetidine		Fluvoxamine
Cimetidine		Xanax
Dextran		Clofibrate
Dextran		Anticoagulants
Dextran		Aspirin
Dextran		Antineoplastic Agents
Dextran		Anti-Inflammatory Agents, Non-Steroidal
Dextran		Dipyridamole
Dextran		Pharmaceutical Preparations
Clofibrate		Dextran
Clofibrate		Anticoagulants
Clofibrate		Aspirin
Clofibrate		Antineoplastic Agents
Clofibrate		Anti-Inflammatory Agents, Non-Steroidal
Clofibrate		Dipyridamole
Clofibrate		Pharmaceutical Preparations
Anticoagulants		Dextran
Anticoagulants		Clofibrate
Anticoagulants		Aspirin
Anticoagulants		Antineoplastic Agents
Anticoagulants		Anti-Inflammatory Agents, Non-Steroidal
Anticoagulants		Dipyridamole
Anticoagulants		Pharmaceutical Preparations
Aspirin		Dextran
Aspirin		Clofibrate
Aspirin		Anticoagulants
Aspirin		Antineoplastic Agents
Aspirin		Anti-Inflammatory Agents, Non-Steroidal
Aspirin		Dipyridamole
Aspirin		Pharmaceutical Preparations
Antineoplastic Agents		Dextran
Antineoplastic Agents		Clofibrate
Antineoplastic Agents		Anticoagulants
Antineoplastic Agents		Aspirin
Antineoplastic Agents		Anti-Inflammatory Agents, Non-Steroidal
Antineoplastic Agents		Dipyridamole
Antineoplastic Agents		Pharmaceutical Preparations
Anti-Inflammatory Agents, Non-Steroidal		Dextran
Anti-Inflammatory Agents, Non-Steroidal		Clofibrate
Anti-Inflammatory Agents, Non-Steroidal		Anticoagulants
Anti-Inflammatory Agents, Non-Steroidal		Aspirin
Anti-Inflammatory Agents, Non-Steroidal		Antineoplastic Agents
